full_text,full_text_norm,in_reply_to_user_id_str,favorite_count,created_at,jam,reply_count,in_reply_to_screen_name,id_str,entities_hashtags,text_sentiment,retweet_count,user_name,user_screen_name
"[SALAH] Video Goyang Bebek Angsa Video yang digunakan oleh cuitan sumber adalah hasil suntingan dari video Senam Penguin / Penguin Dance tutorial, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah video goyang bebek angsa video cuitan sumber hasil suntingan video senam penguin penguin dance tutorial selengkapnya penjelasan referensi,NA,44,2018-09-22,15:34:00,16,NA,1043524024444235800,LawanHoax,neutral,131,MAFINDO,TurnBackHoax
"[SALAH] Pemelintiran konteks video SBY coblos nomor 1 Video yang digunakan oleh post sumber adalah untuk keperluan dukungan ke Pasangan Cagub dan Cawagub Kalimantan Selatan di 2015, bukan ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah pemelintiran konteks video sby coblos nomor video post sumber keperluan dukungan pasangan cagub cawagub kalimantan selatan twothousandfifteen selengkapnya penjelasan referensi,44295605,3,2018-09-22,13:51:00,1,Abaaah,1043497901844910100,LawanHoax,positive,6,MAFINDO,TurnBackHoax
"[SALAH] Meme foto Sandiaga Uno hasil suntingan Foto yang digunakan oleh cuitan sumber adalah hasil suntingan dari foto Habib Luthfi, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah meme foto sandiaga uno hasil suntingan foto cuitan sumber hasil suntingan foto habib luthfi selengkapnya penjelasan referensi,1000950482058100736 3062959122,4,2018-09-22,05:12:00,2,Efner10 tandanVradio,1043367357807095800,LawanHoax,neutral,4,MAFINDO,TurnBackHoax
"[SALAH] Pemelintiran konteks video Prabowo Subianto : Saya Ini Produk Asing Video yang digunakan oleh post sumber sudah disunting menjadi lebih pendek sehinga merubah konteks, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah pemelintiran konteks video prabowo subianto produk asing video post sumber disunting pendek sehinga merubah konteks selengkapnya penjelasan referensi,NA,29,2018-09-22,03:58:00,2,NA,1043348897265999900,LawanHoax,negative,40,MAFINDO,TurnBackHoax
"[SALAH] Didit Prabowo akan menikahkan para gay Foto tangkapan layar oleh post sumber berasal dari Page Facebook yang tidak terverifikasi, tidak bisa dipastikan pemiliknya karena yang ..., selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah didit prabowo menikahkan gay foto tangkapan layar post sumber berasal page facebook terverifikasi pemiliknya selengkapnya penjelasan referensi,NA,7,2018-09-21,10:25:00,0,NA,1043083774538334200,LawanHoax,neutral,8,MAFINDO,TurnBackHoax
"[SALAH] Nasi Kotak Plus 2 Ayam dan Rendang Foto tangkapan layar berita di Tribun yang digunakan oleh post sumber adalah hasil suntingan, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah nasi kotak ayam rendang foto tangkapan layar berita tribun post sumber hasil suntingan selengkapnya penjelasan referensi,NA,10,2018-09-21,08:22:00,0,NA,1043052762517266400,LawanHoax,neutral,28,MAFINDO,TurnBackHoax
"[SALAH] Ini di Papua Indonesia Foto yang digunakan oleh post sumber adalah foto Freeway 1 (Sun Yat-sen Freeway). Lokasi yang benar adalah di Taiwan, bukan Papua. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah papua indonesia foto post sumber foto freeway sun yat sen freeway lokasi taiwan papua selengkapnya penjelasan referensi,NA,19,2018-09-21,01:36:00,4,NA,1042950641201500200,LawanHoax,positive,42,MAFINDO,TurnBackHoax
"[SALAH] Discount 35% Teriak 2 Periode Foto yang digunakan oleh post sumber adalah hasil suntingan, tulisan yang benar adalah SELAMAT! ANDA BELANJA GRATIS HARI INI. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah diskon thirtyfive teriak periode foto post sumber hasil suntingan tulisan selamat belanja gratis selengkapnya penjelasan referensi,NA,52,2018-09-20,12:49:00,19,NA,1042757524875665400,LawanHoax,positive,115,MAFINDO,TurnBackHoax
"[SALAH] Ini yg bicaranya org super pinter dan bijak Daur ulang disinformasi yang sudah pernah beredar sebelumnya, baik versi Jokowi maupun Prabowo sama-sama hoaks karena Habibie tidak ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah bicaranya orang super pinter bijak daur ulang disinformasi beredar versi jokowi prabowo hoaks habibie selengkapnya penjelasan referensi,803432630121218048 2601641864,1,2018-09-20,09:10:00,0,TurnBackHoax Berd_Srg,1042702528599666700,LawanHoax,positive,2,MAFINDO,TurnBackHoax
"[SALAH] Prabowo berhutang 17 Triliun rupiah Video yang digunakan oleh post sumber adalah video tahun 2012, disinformasi daur ulang karena isu yang sama pernah beredar dan diklarifikasi di ..., selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah prabowo berhutang seventeen triliun rupiah video post sumber video twothousandtwelve disinformasi daur ulang isu beredar klarifikasi selengkapnya penjelasan referensi,1028654505712218113 397673651,2,2018-09-20,07:25:00,2,adilmer4 Gerindra,1042676045684469800,LawanHoax,neutral,5,MAFINDO,TurnBackHoax
"[SALAH] SPANDUK YANG DI PASANG CEBONG Spanduk memang ada, tetapi klaim-klaim di narasi post sumber adalah klaim tanpa sumber informasi yang valid. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah spanduk pasang cebong spanduk klaim klaim narasi post sumber klaim sumber informasi valid selengkapnya penjelasan referensi,NA,22,2018-09-19,23:47:00,7,NA,1042560922550562800,LawanHoax,positive,53,MAFINDO,TurnBackHoax
"[SALAH] Sore tadi ada awan sedang berdoa Post sumber menggunakan modus Minta komentar Amin, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah sore awan berdoa post sumber modus komentar amin selengkapnya penjelasan referensi,NA,8,2018-09-19,07:55:00,0,NA,1042321205636681700,LawanHoax,neutral,16,MAFINDO,TurnBackHoax
"[SALAH] Scenario Busuk Di Tengah Jalan Secara konstitusi, jika melalui jalur pencalonan Ahok tidak bisa. Secara mekanisme, memilih wakil presiden pengganti tidak semudah seperti premis ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah scenario busuk jalan konstitusi jalur pencalonan ahok mekanisme memilih wakil presiden pengganti semudah premis selengkapnya penjelasan referensi,NA,7,2018-09-19,05:01:00,0,NA,1042277404109025300,LawanHoax,positive,23,MAFINDO,TurnBackHoax
"[SALAH] Tentara Cina sudah berada di Indonesia Disinformasi daur ulang, sudah diklarifikasi di 2016. Foto yang digunakan di post sumber sebetulnya adalah kegiatan outbound, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah tentara cina indonesia disinformasi daur ulang klarifikasi twothousandsixteen foto post sumber kegiatan outbound selengkapnya penjelasan referensi,NA,48,2018-09-18,10:24:00,8,NA,1041996426287362e3,LawanHoax,neutral,118,MAFINDO,TurnBackHoax
"[SALAH] MASJID INI DIBAKAR BARU TADI Post sumber menggunakan modus Minta komentar Amin. Waktu kejadian yang benar adalah di 1 Agustus lalu, bukan baru tadi seperti yang disebutkan di ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah masjid dibakar post sumber modus komentar amin kejadian agustus selengkapnya penjelasan referensi,NA,21,2018-09-18,06:27:00,5,NA,1041936820362080300,LawanHoax,positive,62,MAFINDO,TurnBackHoax
"[SALAH] Ampuni dan Selamatkanlah negeri kami Video-video yang digunakan oleh post sumber adalah kasus-kasus yang sudah selesai di tahun lalu, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah ampuni selamatkanlah negeri video video post sumber selesai selengkapnya penjelasan referensi,NA,7,2018-09-18,01:23:00,1,NA,1041860279900942300,LawanHoax,neutral,19,MAFINDO,TurnBackHoax
"[SALAH] Tentara Merah RRC Berkamuflase Jadi Banser Disinformasi dengan bahan daur ulang yang sudah diklarifikasi di 2017: Kepala Satkorwil Banser Jatim Gus Abid Umar menegaskan, Lie ..., selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah tentara merah rrc berkamuflase banser disinformasi bahan daur ulang klarifikasi twothousandseventeen kepala satkorwil banser jatim abid umar lie selengkapnya penjelasan referensi,NA,19,2018-09-17,16:38:00,2,NA,1041728128874274800,LawanHoax,neutral,41,MAFINDO,TurnBackHoax
"[SALAH] Walau Media Saat ini Tak Berpihak Foto-foto yang digunakan di post sumber adalah foto peristiwa di tahun lalu, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah media berpihak foto foto post sumber foto peristiwa selengkapnya penjelasan referensi,NA,12,2018-09-17,07:54:00,0,NA,1041596288746180600,LawanHoax,neutral,30,MAFINDO,TurnBackHoax
"[SALAH] PAK JOKOWI JANGAN PANIK YA MENGHADAPI MAHASISWA Video yang digunakan oleh post sumber adalah video peristiwa tahun lalu, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah jokowi panik menghadapi mahasiswa video post sumber video peristiwa selengkapnya penjelasan referensi,NA,17,2018-09-17,01:24:00,0,NA,1041498007097602e3,LawanHoax,neutral,39,MAFINDO,TurnBackHoax
"[SALAH] Mahasiswa Desak Parpol Bersatu Lengserkan Jokowi! Foto-foto yang digunakan di post sumber adalah foto peristiwa di tahun lalu, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah mahasiswa desak parpol bersatu lengserkan jokowi foto foto post sumber foto peristiwa selengkapnya penjelasan referensi,NA,50,2018-09-16,10:02:00,2,NA,1041266013466112e3,LawanHoax,positive,140,MAFINDO,TurnBackHoax
"[SALAH] Aksi mahasiswa Unisba Bdg meminta @jokowi mundur Kabar Kampus: Tolak Kelas Malam, Mahasiswa Unisba Blokir Jalan. Foto yang digunakan di cuitan adalah aksi menolak kelas malam, ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah aksi mahasiswa unisba bdg mundur kabar kampus tolak kelas malam mahasiswa unisba blokir jalan foto cuitan aksi tolak kelas malam selengkapnya penjelasan referensi,803432630121218048 728124900,70,2018-09-15,16:39:00,5,TurnBackHoax VeritasVeno,1041003550090846200,LawanHoax,negative,136,MAFINDO,TurnBackHoax
"[SALAH] Mahasiswa Mulai Bergerak Berdemo ... dan Tadi di Jakarta Foto yang digunakan di cuitan sumber adalah foto tahun 2017, bukan Tadi di Jakarta seperti yang dituliskan di narasi. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah mahasiswa bergerak berdemo jakarta foto cuitan sumber foto twothousandseventeen jakarta dituliskan narasi selengkapnya penjelasan referensi,803432630121218048 105534716,1,2018-09-15,15:20:00,0,TurnBackHoax doddysalman,1040983772122964e3,LawanHoax,neutral,2,MAFINDO,TurnBackHoax
"[SALAH] Sudah Ada Rokok Marlboro Yang Terbuat Dari Ganja Hoaks di 2015 yang didaur ulang, Tribun: Marlboro M, Rokok Ganja Terbaru Harga Rp 1,2 Juta Per Bungkus Ternyata Kabar Hoax. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah rokok marlboro terbuat ganja hoaks twothousandfifteen didaur ulang tribun marlboro rokok ganja terbaru harga rp juta bungkus kabar hoax selengkapnya penjelasan referensi,NA,9,2018-09-15,11:36:00,0,NA,1040927356955709400,LawanHoax,neutral,26,MAFINDO,TurnBackHoax
"[SALAH] jelas jelas manusia ini pro PKI Daur ulang disinformasi tahun lalu, foto-foto tangkapan layar yang digunakan oleh post sumber adalah hasil suntingan yang sudah pernah ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah manusia pro pki daur ulang disinformasi foto foto tangkapan layar post sumber hasil suntingan selengkapnya penjelasan referensi,NA,28,2018-09-15,08:33:00,1,NA,1040881400205856800,LawanHoax,positive,65,MAFINDO,TurnBackHoax
"[SALAH] Aksi BEM se-Jabotabek hari ini Video yang digunakan di post adalah video tahun lalu, materi daur ulang karena sebelumnya pernah digunakan juga untuk disinformasi. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah aksi bem jabotabek video post video materi daur ulang disinformasi selengkapnya penjelasan referensi,803432630121218048 268834481,3,2018-09-14,12:40:00,1,TurnBackHoax peace_inn,1040581049133088800,LawanHoax,neutral,16,MAFINDO,TurnBackHoax
"[SALAH] RICUH AKSI MAHASISWA DI BATAM Lokasi kejadian yang benar adalah Palu, peristiwa di 20 Mei 2015. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah ricuh aksi mahasiswa batam lokasi kejadian palu peristiwa twenty mei twothousandfifteen selengkapnya penjelasan referensi,NA,18,2018-09-14,09:42:00,2,NA,1040536329145086e3,LawanHoax,positive,34,MAFINDO,TurnBackHoax
"[SALAH] Foto bentuk bibir Prabowo Foto yang digunakan oleh post sumber adalah hasil suntingan, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah foto bentuk bibir prabowo foto post sumber hasil suntingan selengkapnya penjelasan referensi,NA,14,2018-09-14,07:07:00,4,NA,1040497243021668400,LawanHoax,neutral,30,MAFINDO,TurnBackHoax
"[SALAH] INILAH LAMBANG PENGIKUT DAN PENGANUT PERJANJIAN DENGAN DAJJAL Konteks foto Tanda tanduk (Sign of the horns) yang digunakan di post sumber tidak ada hubungannya dengan Dajjal ..., selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah lambang pengikut penganut perjanjian dajjal konteks foto tanda tanduk sign horns post sumber hubungannya dajjal selengkapnya penjelasan referensi,NA,9,2018-09-13,15:03:00,2,NA,104025462840175e4,LawanHoax,neutral,17,MAFINDO,TurnBackHoax
"[SALAH] #2019TetapJokowi di foto Dian Sastro Foto yang diedarkan di pesan berantai Whatsapp tersebut adalah hasil suntingan, sebelumnya pernah beredar juga suntingan versi yang berbeda. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah foto dian sastro foto diedarkan pesan berantai whatsapp hasil suntingan beredar suntingan versi berbeda selengkapnya penjelasan referensi,803432630121218048 333923119,2,2018-09-13,07:50:00,1,TurnBackHoax habibthink,1040145722543202300,2019TetapJokowi LawanHoax,neutral,7,MAFINDO,TurnBackHoax
"[SALAH] Judul berita lelaki babak belur gara gara teriak Jokowi 2 periode di Detik Judul dan foto di tangkapan layar di cuitan sumber adalah hasil suntingan, judul aslinya ... Selengkapnya di bagian PENJELASAN. #LawanHoax",salah judul berita lelaki babak belur gara gara teriak jokowi periode detik judul foto tangkapan layar cuitan sumber hasil suntingan judul aslinya selengkapnya penjelasan,1514314747 178297097,1,2018-09-12,17:31:00,2,D1x174nX1 rigenz123,1039929400521683e3,LawanHoax,negative,1,MAFINDO,TurnBackHoax
"[SALAH] Meme JOKOWI SUDAH SAH BUKAN PRESIDEN INDONESIA DAN HARUS TURUN SEKARANG JUGA Yusril Ihza Mahendra: Presiden petahana, Jokowi atau siapa pun, demi kepentingan bangsa dan negara ..., selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah meme jokowi sah presiden indonesia turun yusril ihza mahendra presiden petahana jokowi kepentingan bangsa negara selengkapnya penjelasan referensi,NA,10,2018-09-12,11:13:00,0,NA,1039834255373684700,LawanHoax,neutral,19,MAFINDO,TurnBackHoax
"[SALAH] Keluarga Mayit menutup Tulisan Tauhid karena Persekusi BANSER Tribrata News Polda Sulawesi Barat @29 November 2017: Aiptu Ismail Bantu Angkat Keranda Jenazah Warganya, salah satu situs yang fotonya digunakan oleh post sumber. ... #LawanHoax",salah keluarga mayit menutup tulisan tauhid persekusi banser tribrata news polda sulawesi barat november twothousandseventeen aiptu ismail bantu angkat keranda jenazah warga salah situs fotonya post sumber,NA,23,2018-09-12,05:19:00,4,NA,1039745172488290300,LawanHoax,neutral,74,MAFINDO,TurnBackHoax
"[SALAH] STNK mati 2 tahun kendaraan jadi bodong Detik: Itu belum. Di UU memang ada tapi pelaksanaannya belum. Soal spanduk itu udah saya cari-cari di Jakarta tapi nggak ketemu,, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah stnk mati kendaraan bodong detik undang undang pelaksanaannya spanduk cari cari jakarta ketemu selengkapnya penjelasan referensi,NA,6,2018-09-12,00:33:00,0,NA,1039673290120253400,LawanHoax,negative,16,MAFINDO,TurnBackHoax
"[SALAH] Astaghfirullah Terlanjur Aku Makan Mie Samyang Pernah viral sebelumnya di tahun lalu karena ada dua versi produksi (yang halal dan yang tidak), Kompas @13/11/2017: MUI Terbitkan Sertifikasi Halal Mi Samyang. Selengkapnya di ... #LawanHoax",salah terlanjur makan mie samyang viral versi produksi halal kompas mui terbitkan sertifikasi halal samyang selengkapnya,NA,7,2018-09-11,11:47:00,0,NA,1039480640662470700,LawanHoax,neutral,10,MAFINDO,TurnBackHoax
"[SALAH] Demi jalan tol masjid tempat kita ibadah pun mereka rubuh kan Sebelum disepakati dilaksanakan pembongkaran, setiap Masjid yang terdampak pembangunan sudah diganti lahan dan ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah jalan tol masjid ibadah rubuh disepakati dilaksanakan pembongkaran masjid terdampak pembangunan diganti lahan selengkapnya penjelasan referensi,NA,32,2018-09-11,03:34:00,2,NA,1039356515142914e3,LawanHoax,positive,64,MAFINDO,TurnBackHoax
"[SALAH] Judul berita H. Yakut : Rencana Banser Uji Nyali Ke Papua Di Batalkan Karena Hanya Tersisa 4 Orang. di tangkapan layar hasil suntingan Situs CNN Indonesia yang asli selalu menampilkan Hari, tanggal/bulan/tahun jam:menit di ... #LawanHoax",salah judul berita yakut rencana banser uji nyali papua batalkan tersisa orang tangkapan layar hasil suntingan situs cnn indonesia asli menampilkan tanggal jam menit,803432630121218048 861195031,1,2018-09-10,10:50:00,0,TurnBackHoax kembangkertas97,1039103728161189900,LawanHoax,positive,10,MAFINDO,TurnBackHoax
"[SALAH] MAUNYA REZIM JOKOWI ADZAN tak perlu TERIAK TERIAK Aturan mengenai penggunaan pengeras suara sudah ada sejak 1978, foto yang digunakan di post sumber berasal dari blog yang sudah... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah rezim jokowi adzan teriak teriak aturan penggunaan pengeras suara onethousandninehundredseventyeight foto post sumber berasal blog selengkapnya penjelasan referensi,NA,61,2018-09-10,01:40:00,7,NA,1.0389654733484401e+18,LawanHoax,neutral,121,MAFINDO,TurnBackHoax
"[SALAH] Tangkapan layar berita di Detik, Republika dan Kompas hasil suntingan Tangkapan-tangkapan layar yang diinformasikan oleh post sumber adalah hasil suntingan, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah tangkapan layar berita detik republika kompas hasil suntingan tangkapan tangkapan layar diinformasikan post sumber hasil suntingan selengkapnya penjelasan referensi,3273130392 69183155,12,2018-09-09,14:50:00,2,Netizen_Santri detikcom,1038801741284704300,LawanHoax,neutral,19,MAFINDO,TurnBackHoax
"[SALAH] Judul Berita Prabowo: Mengaji Tidak Dibutuhkan Dalam Memimpin Negara Hasil tangkapan layar yang digunakan post sumber adalah hasil suntingan, judul yang benar: Prabowo: Saya .... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah judul berita prabowo mengaji dibutuhkan memimpin negara hasil tangkapan layar post sumber hasil suntingan judul prabowo selengkapnya penjelasan referensi,861195031,1,2018-09-09,11:38:00,1,kembangkertas97,1038753419723341800,LawanHoax,neutral,12,MAFINDO,TurnBackHoax
"[SALAH] Post yang membagikan berita Usut Korupsi Asian Games, Polda Metro Periksa Erick Tohir Post sumber membagikan berita tahun 2017, korbannya adalah mereka yang hanya membaca judul saja... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah post membagikan berita usut korupsi asian games polda metro periksa erick tohir post sumber membagikan berita twothousandseventeen korbannya baca judul selengkapnya penjelasan referensi,NA,28,2018-09-08,18:12:00,3,NA,1038490330276851700,LawanHoax,neutral,60,MAFINDO,TurnBackHoax
"[SALAH] PROJO CEBONG PASTI LOMPAT LOMPAT DENGAN ADANYA INI Tangkapan layar yang digunakan di post sumber berasal dari situs blog yang sudah diblokir oleh penyedia layanannya, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah projo cebong lompat lompat tangkapan layar post sumber berasal situs blog diblokir penyedia layanannya selengkapnya penjelasan referensi,NA,6,2018-09-07,14:42:00,0,NA,1038075010261254100,LawanHoax,neutral,19,MAFINDO,TurnBackHoax
"[SALAH] Tangkapan Layar Hasil Suntingan di Berita Kompas Bawaslu Sudah Loloskan 11 Bakal Caleg Eks Koruptor Judul di atas adalah judul yang benar, bukan seperti yang ada di ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah tangkapan layar hasil suntingan berita kompas bawaslu loloskan eleven caleg eks koruptor judul judul selengkapnya penjelasan referensi,NA,6,2018-09-07,00:21:00,0,NA,1037858467086659600,LawanHoax,neutral,7,MAFINDO,TurnBackHoax
"[SALAH] Pelaku Bom Surabaya Pernah Bentangkan #2019GantiPresiden Klarifikasi oleh Pipiet Laily Savitri, akun yang fotonya disalahgunakan: Aku masih hidup dan masih bs mikir waras ..., selengkapnya di bagian PENJELASAN. #LawanHoax",salah pelaku bom surabaya bentangkan klarifikasi pipiet laily savitri akun fotonya disalahgunakan hidup pikir waras selengkapnya penjelasan,NA,18,2018-09-05,16:29:00,2,NA,1037377130089201700,2019GantiPresiden LawanHoax,neutral,47,MAFINDO,TurnBackHoax
"[SALAH] Foto Formasi #2019GantiPresiden di #JasMerahMob UMM Foto yang digunakan oleh post sumber adalah hasil suntingan, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah foto formasi umm foto post sumber hasil suntingan selengkapnya penjelasan referensi,NA,14,2018-09-04,05:41:00,0,NA,1036851850232848400,2019GantiPresiden JasMerahMob LawanHoax,neutral,37,MAFINDO,TurnBackHoax
"[SALAH] Warga cina di tangkap anggota TNI AD karena membuat ktp palsu Foto dan video yang digunakan di post sumber adalah kejadian lama, dan video yang digunakan adalah hasil suntingan. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah warga cina tangkap anggota tni ktp palsu foto video post sumber kejadian video hasil suntingan selengkapnya penjelasan referensi,1027583942495428608 544373842,11,2018-09-03,17:38:00,0,hendraIG NetizenFPI,1036669739286782e3,LawanHoax,negative,15,MAFINDO,TurnBackHoax
"[SALAH] Tercyduk di Mall, Istri Sandi Langsung Kosongkan Tas Seharga 70 Juta Tulisan di post sumber adalah opini, berita Jawa Pos yang dijadikan sumber referensi tidak menyebutkan kejadian ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah tercyduk mall istri sandi langsung kosongkan tas seharga seventy juta tulisan post sumber opini berita jawa pos dijadikan sumber referensi kejadian selengkapnya penjelasan referensi,NA,2,2018-09-03,05:48:00,0,NA,1036491061449769e3,LawanHoax,neutral,12,MAFINDO,TurnBackHoax
"[SALAH] Penggunaan foto di post tulisan Pencak Silat Memeluk Semua yang Mencintainya Foto yang digunakan oleh post sumber adalah foto Rinrada Thurapan, transgender dari Thailand pemenang Miss Tiffanys Universe 2017. Selengkapnya di ... #LawanHoax",salah penggunaan foto post tulisan pencak silat memeluk mencintainya foto post sumber foto rinrada thurapan transgender thailand pemenang miss tiffanys universe twothousandseventeen selengkapnya,NA,11,2018-09-01,19:46:00,3,NA,1035977112694313e3,LawanHoax,positive,52,MAFINDO,TurnBackHoax
"[SALAH] REZIM KODOK ini benar2 anti islam Kasus yang sudah selesai di 2015, Tribun @10 Maret 2015: Kasek dan Guru Agama SDN Jubel Lor Islah di Kantor Kesbangpol. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah rezim kodok anti islam selesai twothousandfifteen tribun maret twothousandfifteen kasek guru agama sdn jubel lor islah kantor kesbangpol selengkapnya penjelasan referensi,NA,5,2018-09-01,18:17:00,0,NA,1035954925048479700,LawanHoax,neutral,21,MAFINDO,TurnBackHoax
"[SALAH] Pendidikan Agama Akan Dihapus Disinformasi yang pernah beredar sebelumnya di tahun lalu. Sangat tidak mungkin mata pelajaran agama dihapus, karena di UU dan konstitusi sudah ..., selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah pendidikan agama dihapus disinformasi beredar mata pelajaran agama dihapus undang undang konstitusi selengkapnya penjelasan referensi,NA,6,2018-09-01,04:49:00,8,NA,1035751497722548200,LawanHoax,neutral,39,MAFINDO,TurnBackHoax
"[SALAH] Didit Prabowo akan menikahkan para gay Video post sumber berasal dari Page Facebook yang tidak terverifikasi, tidak bisa dipastikan pemiliknya karena siapapun bisa membuat ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah didit prabowo menikahkan gay video post sumber berasal page facebook terverifikasi pemiliknya selengkapnya penjelasan referensi,NA,13,2018-09-01,03:48:00,4,NA,1035736112331804700,LawanHoax,neutral,35,MAFINDO,TurnBackHoax
[SALAH] Pak SBY dan Istri pernah mengunjungi Lahan Kota Langit SBY mengunjungi Sarongge di 8 Januari 2013 untuk kegiatan kunjungan kerja dalam rangka adopsi pohon untuk kegiatan reforestasi... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax,salah sby istri mengunjungi lahan kota langit sby mengunjungi sarongge januari twothousandthirteen kegiatan kunjungan kerja rangka adopsi pohon kegiatan reforestasi selengkapnya penjelasan referensi,NA,2,2018-08-31,09:56:00,1,NA,1035466276502564900,LawanHoax,neutral,5,MAFINDO,TurnBackHoax
"[SALAH] Beginilah Caranya China Menghancurkan Dunia Disinformasi yang pernah beberapa kali diedarkan sebelumnya, pil tersebut bukan berasal dari China tetapi dari Turki. Selengkapnya di bagian PENJELASAN. #LawanHoax",salah china menghancurkan dunia disinformasi kali diedarkan pil berasal china turki selengkapnya penjelasan,NA,18,2018-08-31,07:58:00,1,NA,1035436583120330800,LawanHoax,neutral,54,MAFINDO,TurnBackHoax
"[SALAH] Omongan Bin Masak Ngak DIperhatikan Foto di situs yang disebarkan oleh post sumber sudah dirubah, bukan foto yang digunakan oleh situs berita Tempo yang dijadikan sebagai sumber. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah omongan bin masak perhatikan foto situs disebarkan post sumber dirubah foto situs berita tempo dijadikan sumber selengkapnya penjelasan referensi,NA,1,2018-08-31,03:57:00,0,NA,1035376080905855e3,LawanHoax,neutral,2,MAFINDO,TurnBackHoax
"[SALAH] Capt. Pribadi adalah pengemudi pesawat yang mengijinkan Hj. Neno Warisman pada tanggal 25 Agustus 2018, pilot bernama Pribadi Alisudarso S sedang tidak bertugas (DO = Day Off)., selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah capt pribadi pengemudi pesawat mengijinkan hj neno warisman tanggal twentyfive agustus twothousandeighteen pilot bernama pribadi alisudarso bertugas day selengkapnya penjelasan referensi,NA,10,2018-08-29,07:24:00,1,NA,1034703409520103400,LawanHoax,neutral,43,MAFINDO,TurnBackHoax
[SALAH] Cari tahu apakah nama Anda ada dalam daftar orang-orang yang memiliki hak untuk menarik dana ini: Domain resmi BPJS adalah bukan Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax,salah cari nama daftar orang orang memiliki hak menarik dana domain resmi bpjs selengkapnya penjelasan referensi,NA,4,2018-08-28,02:24:00,0,NA,1034265493727658e3,LawanHoax,positive,10,MAFINDO,TurnBackHoax
"[SALAH] ternyata aksi ganti presiden bergabung pemberontakan di Aceh Foto spanduk yang digunakan di post sumber lokasi kejadiannya adalah di Serang, Banten. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah aksi ganti presiden bergabung pemberontakan aceh foto spanduk post sumber lokasi kejadiannya serang banten selengkapnya penjelasan referensi,NA,7,2018-08-28,00:29:00,0,NA,1034236373035769900,LawanHoax,negative,23,MAFINDO,TurnBackHoax
